Original Filename	Sample Name	Component Name	Mass Info	Area
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Pyruvate 87/87	87.0 / 87.0	170811.292498962
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Pyruvate 88/88	88.0 / 88.0	6317.53050509709
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Pyruvate 89/89	89.0 / 89.0	2737.29254157072
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Lactate 89/89	89.0 / 89.0	28129.8625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Lactate 90/90	90.0 / 90.0	1620.325
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 247)	A. [13C-glc] G9 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	taurine	124.0 / 80.0	150.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	D4-taurine	128.0 / 80.0	196605.3
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Pyruvate 87/87	87.0 / 87.0	122653.222809808
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Pyruvate 88/88	88.0 / 88.0	6108.26012294036
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Pyruvate 89/89	89.0 / 89.0	8107.75391100802
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Pyruvate 90/90	90.0 / 90.0	170867.15585173
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Lactate 89/89	89.0 / 89.0	38208.9391424397
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Lactate 90/90	90.0 / 90.0	1425.225
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 248)	B. [13C-glc] G9 5min	Lactate 92/92	92.0 / 92.0	10767.6181957371
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	taurine	124.0 / 80.0	180.0625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	D4-taurine	128.0 / 80.0	258941.55
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Pyruvate 87/87	87.0 / 87.0	87636.7890306135
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Pyruvate 89/89	89.0 / 89.0	10702.5473657568
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Pyruvate 90/90	90.0 / 90.0	286305.749550811
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Lactate 89/89	89.0 / 89.0	31490.3
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Lactate 90/90	90.0 / 90.0	1410.2375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 249)	C. [13C-glc] G9 15min	Lactate 92/92	92.0 / 92.0	19503.175
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	taurine	124.0 / 80.0	90.0249999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	D4-taurine	128.0 / 80.0	240402.1375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Pyruvate 87/87	87.0 / 87.0	59664.6125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Pyruvate 88/88	88.0 / 88.0	6557.33051267192
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Pyruvate 89/89	89.0 / 89.0	15332.775
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Pyruvate 90/90	90.0 / 90.0	245463.955527849
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Lactate 89/89	89.0 / 89.0	32840
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Lactate 90/90	90.0 / 90.0	2100.2125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 250)	D. [13C-glc] G9 30min	Lactate 92/92	92.0 / 92.0	24501.7710741337
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	D4-taurine	128.0 / 80.0	235758.9625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Pyruvate 87/87	87.0 / 87.0	61622.2375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Pyruvate 88/88	88.0 / 88.0	9527.58307603122
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Pyruvate 89/89	89.0 / 89.0	17871.683916043
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Pyruvate 90/90	90.0 / 90.0	258127.360850996
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Lactate 89/89	89.0 / 89.0	40280.6907728443
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Lactate 90/90	90.0 / 90.0	2116.00418386243
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 251)	E. [13C-glc] G9 60min	Lactate 92/92	92.0 / 92.0	26951.5875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	D4-taurine	128.0 / 80.0	192356.3625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Pyruvate 87/87	87.0 / 87.0	52620.4992756625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Pyruvate 88/88	88.0 / 88.0	5736.30910596075
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Pyruvate 89/89	89.0 / 89.0	17545.15
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Pyruvate 90/90	90.0 / 90.0	219002.187643164
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Lactate 89/89	89.0 / 89.0	36111.2125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Lactate 90/90	90.0 / 90.0	1582.7625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 252)	F. [13C-glc] G9 120min	Lactate 92/92	92.0 / 92.0	25558.2638886685
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	taurine	124.0 / 80.0	120
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	D4-taurine	128.0 / 80.0	256418.4125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	82363.2391881126
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	12624.225
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	26240.1662204582
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	325673.195319476
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Lactate 89/89	89.0 / 89.0	44471.2993617756
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Lactate 90/90	90.0 / 90.0	1298.27090728639
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Lactate 91/91	91.0 / 91.0	2364.35685007305
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 253)	G. [13C-glc] G9 240min	Lactate 92/92	92.0 / 92.0	31152.4625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	taurine	124.0 / 80.0	120.0625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	D4-taurine	128.0 / 80.0	248203.0875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	410955.216306691
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	58269.975
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	36635.7205096358
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Lactate 89/89	89.0 / 89.0	62726.3125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Lactate 90/90	90.0 / 90.0	7621.0125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Lactate 91/91	91.0 / 91.0	11514.9660070307
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 254)	H. [6,6-DD-glc] G9 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	D4-taurine	128.0 / 80.0	12917.2
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Pyruvate 87/87	87.0 / 87.0	342661.647537177
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Pyruvate 88/88	88.0 / 88.0	12496.8875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Lactate 89/89	89.0 / 89.0	48584.7
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Lactate 90/90	90.0 / 90.0	1712.77929673251
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 255)	A. [13C-glc] G9 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	taurine	124.0 / 80.0	90
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	D4-taurine	128.0 / 80.0	219421.5375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Pyruvate 87/87	87.0 / 87.0	97852.6174145992
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Pyruvate 88/88	88.0 / 88.0	6541.74388977125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Pyruvate 89/89	89.0 / 89.0	8939.95244788077
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Pyruvate 90/90	90.0 / 90.0	174627.862614099
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Lactate 89/89	89.0 / 89.0	37608.7579547737
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Lactate 90/90	90.0 / 90.0	1269.30682939278
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 256)	B. [13C-glc] G9 5min	Lactate 92/92	92.0 / 92.0	10136.639333988
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	taurine	124.0 / 80.0	105.0125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	D4-taurine	128.0 / 80.0	220730.6
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Pyruvate 87/87	87.0 / 87.0	59408.8625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Pyruvate 89/89	89.0 / 89.0	6720.9625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Pyruvate 90/90	90.0 / 90.0	209608.437854538
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Lactate 89/89	89.0 / 89.0	26355.4189013574
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 257)	C. [13C-glc] G9 15min	Lactate 92/92	92.0 / 92.0	18696.6975175184
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	taurine	124.0 / 80.0	120.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	D4-taurine	128.0 / 80.0	219077.9875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Pyruvate 87/87	87.0 / 87.0	50906.2360209046
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Pyruvate 89/89	89.0 / 89.0	8554.90189312502
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Pyruvate 90/90	90.0 / 90.0	182704.274258316
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Lactate 89/89	89.0 / 89.0	18916.9125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 258)	D. [13C-glc] G9 30min	Lactate 92/92	92.0 / 92.0	20118.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	taurine	124.0 / 80.0	150.0375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	D4-taurine	128.0 / 80.0	242582.85
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Pyruvate 87/87	87.0 / 87.0	50611.217344836
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Pyruvate 88/88	88.0 / 88.0	7419.56606692751
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Pyruvate 89/89	89.0 / 89.0	14979.241722016
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Pyruvate 90/90	90.0 / 90.0	210394.929195858
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Lactate 89/89	89.0 / 89.0	31100.8691904979
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 259)	E. [13C-glc] G9 60min	Lactate 92/92	92.0 / 92.0	26858.6736073435
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	taurine	124.0 / 80.0	45
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	D4-taurine	128.0 / 80.0	173532.1375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Pyruvate 87/87	87.0 / 87.0	42434.85
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Pyruvate 88/88	88.0 / 88.0	4963.36312157004
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Pyruvate 89/89	89.0 / 89.0	13555.8534431024
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Pyruvate 90/90	90.0 / 90.0	160256.52165195
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Lactate 89/89	89.0 / 89.0	27164.3506731017
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Lactate 90/90	90.0 / 90.0	645.324999999998
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 260)	F. [13C-glc] G9 120min	Lactate 92/92	92.0 / 92.0	21980.9054640053
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	taurine	124.0 / 80.0	165.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	D4-taurine	128.0 / 80.0	206012.9625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	43765.7438129919
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	6484.42708786147
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	15656.0066453729
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	206482.574337947
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Lactate 89/89	89.0 / 89.0	29794.175
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Lactate 91/91	91.0 / 91.0	3060.3125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 261)	G. [13C-glc] G9 240min	Lactate 92/92	92.0 / 92.0	23350.7875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	taurine	124.0 / 80.0	105.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	D4-taurine	128.0 / 80.0	172948.35
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Pyruvate 87/87	87.0 / 87.0	230525.604024046
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Pyruvate 88/88	88.0 / 88.0	33550.0428789049
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Pyruvate 89/89	89.0 / 89.0	16071.9553857737
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Lactate 89/89	89.0 / 89.0	39628.7
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Lactate 90/90	90.0 / 90.0	5568.69471897001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Lactate 91/91	91.0 / 91.0	9186.54529929362
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 262)	H. [6,6-DD-glc] G9 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	taurine	124.0 / 80.0	105
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	D4-taurine	128.0 / 80.0	12242.2625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Pyruvate 87/87	87.0 / 87.0	300969.552300853
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Pyruvate 88/88	88.0 / 88.0	11319.1125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Lactate 89/89	89.0 / 89.0	54008.9625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Lactate 90/90	90.0 / 90.0	2496.84540390922
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 263)	A. [13C-glc] G9 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	taurine	124.0 / 80.0	105.0125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	D4-taurine	128.0 / 80.0	235006.4625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Pyruvate 87/87	87.0 / 87.0	93089.376374297
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Pyruvate 88/88	88.0 / 88.0	5630.37543758267
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Pyruvate 89/89	89.0 / 89.0	8105.93301261934
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Pyruvate 90/90	90.0 / 90.0	166462.328471267
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Lactate 89/89	89.0 / 89.0	39140.5597293645
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Lactate 90/90	90.0 / 90.0	2505.35
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 264)	B. [13C-glc] G9 5min	Lactate 92/92	92.0 / 92.0	11971.875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	taurine	124.0 / 80.0	60
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	D4-taurine	128.0 / 80.0	247068.3625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Pyruvate 87/87	87.0 / 87.0	60654.6875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Pyruvate 88/88	88.0 / 88.0	2245.80655224178
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Pyruvate 89/89	89.0 / 89.0	8852.18789439593
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Pyruvate 90/90	90.0 / 90.0	224946.59950673
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Lactate 89/89	89.0 / 89.0	35841.125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 265)	C. [13C-glc] G9 15min	Lactate 92/92	92.0 / 92.0	18767.8625
