Original Filename	Sample Name	Component Name	Mass Info	Area
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	taurine	124.0 / 80.0	120
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	D4-taurine	128.0 / 80.0	201579.775
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Pyruvate 87/87	87.0 / 87.0	41562.7322969726
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Pyruvate 88/88	88.0 / 88.0	4162.81812584314
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Pyruvate 90/90	90.0 / 90.0	19889.0253291455
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Lactate 89/89	89.0 / 89.0	66138.4615560381
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Lactate 90/90	90.0 / 90.0	2295.475
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Lactate 91/91	91.0 / 91.0	900.199999999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 351)	G. [13C-glc] G2.5 240min	Lactate 92/92	92.0 / 92.0	1566.94796336567
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	taurine	124.0 / 80.0	120.025
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	D4-taurine	128.0 / 80.0	245708.675
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 87/87	87.0 / 87.0	52116.7160524611
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 88/88	88.0 / 88.0	3195.9718395749
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 89/89	89.0 / 89.0	3270.18736564046
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Pyruvate 90/90	90.0 / 90.0	240
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Lactate 89/89	89.0 / 89.0	52159.9148574867
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Lactate 90/90	90.0 / 90.0	1440.2375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 352)	H. [6,6-DD-glc] G2.5 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	taurine	124.0 / 80.0	120
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	D4-taurine	128.0 / 80.0	211863.4375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Pyruvate 87/87	87.0 / 87.0	92370.3985628774
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Lactate 89/89	89.0 / 89.0	40985.275
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Lactate 90/90	90.0 / 90.0	1562.41406924276
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Lactate 91/91	91.0 / 91.0	690
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 353)	I. [13C-glc] G5 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	taurine	124.0 / 80.0	120
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	D4-taurine	128.0 / 80.0	214896.829889946
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Pyruvate 87/87	87.0 / 87.0	40854.1317484762
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Pyruvate 90/90	90.0 / 90.0	54907.9899000167
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Lactate 89/89	89.0 / 89.0	42293.15
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Lactate 90/90	90.0 / 90.0	2311.95134452704
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 354)	J. [13C-glc] G5 5min	Lactate 92/92	92.0 / 92.0	3105.425
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	D4-taurine	128.0 / 80.0	239679.125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Pyruvate 87/87	87.0 / 87.0	35655.7722802086
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Pyruvate 89/89	89.0 / 89.0	1612.85
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Pyruvate 90/90	90.0 / 90.0	51366.2146737337
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Lactate 89/89	89.0 / 89.0	37086.1
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 355)	K. [13C-glc] G5 15min	Lactate 92/92	92.0 / 92.0	4755.575
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	taurine	124.0 / 80.0	135.0375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	D4-taurine	128.0 / 80.0	219054.6625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Pyruvate 87/87	87.0 / 87.0	48652.725
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Pyruvate 89/89	89.0 / 89.0	3625.45231312936
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Pyruvate 90/90	90.0 / 90.0	49401.5257603228
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Lactate 89/89	89.0 / 89.0	39705.0438792621
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 356)	L. [13C-glc] G5 30min	Lactate 92/92	92.0 / 92.0	5187.27016367677
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	taurine	124.0 / 80.0	60.0249999999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	D4-taurine	128.0 / 80.0	249999.85
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Pyruvate 87/87	87.0 / 87.0	42182.2857492634
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Pyruvate 88/88	88.0 / 88.0	2535.5
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Pyruvate 90/90	90.0 / 90.0	55040.8734194099
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Lactate 89/89	89.0 / 89.0	37462.7680633766
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Lactate 90/90	90.0 / 90.0	1682.01228198023
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 357)	M. [13C-glc] G5 60min	Lactate 92/92	92.0 / 92.0	5894.62880556967
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	taurine	124.0 / 80.0	120.025
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	D4-taurine	128.0 / 80.0	234410.8125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Pyruvate 87/87	87.0 / 87.0	39133.7393045722
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Pyruvate 90/90	90.0 / 90.0	52689.1847567071
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Lactate 89/89	89.0 / 89.0	31295.4669400197
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Lactate 90/90	90.0 / 90.0	1985.25561064144
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 358)	N. [13C-glc] G5 120min	Lactate 92/92	92.0 / 92.0	3938.35
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	taurine	124.0 / 80.0	89.9999999999997
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	D4-taurine	128.0 / 80.0	237397.943902108
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Pyruvate 87/87	87.0 / 87.0	41103.3951752867
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Pyruvate 88/88	88.0 / 88.0	3191.91217006523
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Pyruvate 89/89	89.0 / 89.0	4097.33212942275
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Pyruvate 90/90	90.0 / 90.0	55427.2
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Lactate 89/89	89.0 / 89.0	40905.6246800708
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Lactate 90/90	90.0 / 90.0	900.162499999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 359)	O. [13C-glc] G5 240min	Lactate 92/92	92.0 / 92.0	4035.9125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	D4-taurine	128.0 / 80.0	193695.7375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Pyruvate 87/87	87.0 / 87.0	73346.0125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Pyruvate 88/88	88.0 / 88.0	9346.5
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Pyruvate 89/89	89.0 / 89.0	11000.9931110746
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Lactate 89/89	89.0 / 89.0	26629.3875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Lactate 91/91	91.0 / 91.0	990.1875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 360)	P. [6,6-DD-glc] G5 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	taurine	124.0 / 80.0	120.025
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	D4-taurine	128.0 / 80.0	27846.7625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Pyruvate 87/87	87.0 / 87.0	209564.091943786
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Pyruvate 88/88	88.0 / 88.0	8192.62174780015
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Lactate 89/89	89.0 / 89.0	60481.0970818459
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 361)	Q. [13C-glc] G7 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	taurine	124.0 / 80.0	120.0625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	D4-taurine	128.0 / 80.0	261488.975
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Pyruvate 87/87	87.0 / 87.0	50679.54262417
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Pyruvate 89/89	89.0 / 89.0	7482.620150977
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Pyruvate 90/90	90.0 / 90.0	152496.414048456
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Lactate 89/89	89.0 / 89.0	29204.9098530653
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Lactate 90/90	90.0 / 90.0	1294.67448632317
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Lactate 91/91	91.0 / 91.0	382.5875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 362)	R. [13C-glc] G7 5min	Lactate 92/92	92.0 / 92.0	12530.2729476034
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	taurine	124.0 / 80.0	135.0625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	D4-taurine	128.0 / 80.0	290794.1125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Pyruvate 87/87	87.0 / 87.0	44505.3655636364
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Pyruvate 89/89	89.0 / 89.0	7436.90500805815
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Pyruvate 90/90	90.0 / 90.0	172099.325576161
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Lactate 89/89	89.0 / 89.0	28609.15
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 363)	S. [13C-glc] G7 15min	Lactate 92/92	92.0 / 92.0	17567.375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	taurine	124.0 / 80.0	105.025
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	D4-taurine	128.0 / 80.0	263331.8375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Pyruvate 87/87	87.0 / 87.0	41136.45
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Pyruvate 88/88	88.0 / 88.0	1327.85
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Pyruvate 89/89	89.0 / 89.0	7107.89297840629
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Pyruvate 90/90	90.0 / 90.0	158644.725909215
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Lactate 89/89	89.0 / 89.0	24527.65
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 364)	T. [13C-glc] G7 30min	Lactate 92/92	92.0 / 92.0	17627.6
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	taurine	124.0 / 80.0	75.0374999999997
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	D4-taurine	128.0 / 80.0	241800.733446576
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Pyruvate 87/87	87.0 / 87.0	40753.9375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Pyruvate 88/88	88.0 / 88.0	5055.40947498385
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Pyruvate 89/89	89.0 / 89.0	7013.53758995571
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Pyruvate 90/90	90.0 / 90.0	133827.7375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Lactate 89/89	89.0 / 89.0	29417.8836575413
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Lactate 90/90	90.0 / 90.0	1755.44333451393
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 365)	U. [13C-glc] G7 60min	Lactate 92/92	92.0 / 92.0	13389.4625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	taurine	124.0 / 80.0	105
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	D4-taurine	128.0 / 80.0	208196.5125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Pyruvate 87/87	87.0 / 87.0	39720.3608863823
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Pyruvate 88/88	88.0 / 88.0	4334.79819239221
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Pyruvate 89/89	89.0 / 89.0	5025.8
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Pyruvate 90/90	90.0 / 90.0	123719.184275704
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Lactate 89/89	89.0 / 89.0	22405.7875912783
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 366)	V. [13C-glc] G7 120min	Lactate 92/92	92.0 / 92.0	10396.4
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 367)	W. [13C-glc] G7 240min	taurine	124.0 / 80.0	150
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 367)	W. [13C-glc] G7 240min	D4-taurine	128.0 / 80.0	258447.8125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 367)	W. [13C-glc] G7 240min	Pyruvate 87/87	87.0 / 87.0	68925.4092826176
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 367)	W. [13C-glc] G7 240min	Pyruvate 88/88	88.0 / 88.0	7883.10946217354
