Original Filename	Sample Name	Glucose Concentration	Time	Component Name	Mass Info	Area	Modified
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 147/103	147.0 / 103.0	246610.993	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 148/104	148.0 / 104.0	109630.425	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 148/103	148.0 / 103.0	4877.958	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 149/105	149.0 / 105.0	6163.7255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 149/104	149.0 / 104.0	1413.4505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 150/106	150.0 / 106.0	258.017	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 150/105	150.0 / 105.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 146/41	146.0 / 41.0	32991.3915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 147/41	147.0 / 41.0	641.258	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 147/42	147.0 / 42.0	1155.3665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 148/41	148.0 / 41.0	901.2675	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 148/42	148.0 / 42.0	1925.5335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 148/43	148.0 / 43.0	258.0505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 149/42	149.0 / 42.0	120.6296209	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 146/128	146.0 / 128.0	1999553.608	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 147/129	147.0 / 129.0	217468.717	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 148/130	148.0 / 130.0	75228.142	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 149/131	149.0 / 131.0	5135.4085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 150/132	150.0 / 132.0	378.3442133	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 179)"	"P. [6,6-DD-glc] G5 240min"	G5	240min	Glutamate 151/133	151.0 / 133.0	378.9777778	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	taurine	124.0 / 80.0	770004.545	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	D4-taurine	128.0 / 80.0	643.117	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	PEP 167/79	167.0 / 79.0	97179.4675	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	PEP 168/79	168.0 / 79.0	6544.941	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	PEP 169/79	169.0 / 79.0	2308.6745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	PEP 170/79	170.0 / 79.0	N/A	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 132/88	132.0 / 88.0	45701.9915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 133/88	133.0 / 88.0	255.8250373	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 133/89	133.0 / 89.0	4621.6665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 134/90	134.0 / 90.0	770.2665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 134/89	134.0 / 89.0	379.0444001	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 135/91	135.0 / 91.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 135/90	135.0 / 90.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	3PG 185/79	185.0 / 79.0	1411.425	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	3PG 186/79	186.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	3PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	3PG 188/79	188.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	2PG 185/79	185.0 / 79.0	17586.625	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	2PG 186/79	186.0 / 79.0	1026.325	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	2PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	2PG 188/79	188.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Malate 133/115	133.0 / 115.0	359319.492	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Malate 134/116	134.0 / 116.0	24260.908	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Malate 135/117	135.0 / 117.0	6674.2495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Malate 136/118	136.0 / 118.0	643.117	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Malate 137/119	137.0 / 119.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 146/102	146.0 / 102.0	1963523.768	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 147/102	147.0 / 102.0	37103.2675	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 147/103	147.0 / 103.0	180750.2495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 148/104	148.0 / 104.0	20923.883	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 148/103	148.0 / 103.0	3079.141	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/105	149.0 / 105.0	514.175	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/104	149.0 / 104.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/106	150.0 / 106.0	258.0505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/105	150.0 / 105.0	258.0505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 146/41	146.0 / 41.0	65403.5615	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 147/41	147.0 / 41.0	2952.2915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 147/42	147.0 / 42.0	1284.4085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 148/41	148.0 / 41.0	256.0915	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 148/42	148.0 / 42.0	N/A	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 148/43	148.0 / 43.0	385.1665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 146/128	146.0 / 128.0	3918928.04	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 147/129	147.0 / 129.0	243404.1745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 148/130	148.0 / 130.0	36975.3255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 149/131	149.0 / 131.0	2822.9495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 150/132	150.0 / 132.0	385.1	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 180)"	Q. [13C-glc] G7 0min	G7	0min	Glutamate 151/133	151.0 / 133.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	taurine	124.0 / 80.0	732071.249	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	D4-taurine	128.0 / 80.0	385.1	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	PEP 167/79	167.0 / 79.0	16172.941	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	PEP 168/79	168.0 / 79.0	6549.059	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	PEP 169/79	169.0 / 79.0	4494.317	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	PEP 170/79	170.0 / 79.0	108731.083	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 132/88	132.0 / 88.0	43649.834	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 133/88	133.0 / 88.0	1925.5335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 133/89	133.0 / 89.0	3339.940059	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 134/90	134.0 / 90.0	1538.541	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 134/89	134.0 / 89.0	385.1	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 135/91	135.0 / 91.0	1669.542	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 135/90	135.0 / 90.0	643.2505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	3PG 185/79	185.0 / 79.0	1796.5915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	3PG 186/79	186.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	3PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	3PG 188/79	188.0 / 79.0	2695.8335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	2PG 185/79	185.0 / 79.0	13094.6335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	2PG 186/79	186.0 / 79.0	899.242	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	2PG 187/79	187.0 / 79.0	512.183	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	2PG 188/79	188.0 / 79.0	13220.783	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Malate 133/115	133.0 / 115.0	335050.6255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Malate 134/116	134.0 / 116.0	24774.6495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Malate 135/117	135.0 / 117.0	12836.0495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Malate 136/118	136.0 / 118.0	25805.292	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Malate 137/119	137.0 / 119.0	772.1255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 146/102	146.0 / 102.0	1190569.242	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/102	147.0 / 102.0	28628.475	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/103	147.0 / 103.0	131460.942	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/104	148.0 / 104.0	24775.3495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/103	148.0 / 103.0	84728.8665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/105	149.0 / 105.0	770.2335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/104	149.0 / 104.0	5391.5	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/106	150.0 / 106.0	899.2085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/105	150.0 / 105.0	3593.183	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 146/41	146.0 / 41.0	48460.0535	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/41	147.0 / 41.0	2052.683	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/42	147.0 / 42.0	1540.6335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/41	148.0 / 41.0	374.2544238	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/42	148.0 / 42.0	249.4121231	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/43	148.0 / 43.0	1669.775	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 146/128	146.0 / 128.0	2645991.583	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 147/129	147.0 / 129.0	188584.3915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 148/130	148.0 / 130.0	100003.625	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 149/131	149.0 / 131.0	3724.217	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 150/132	150.0 / 132.0	2568.8505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 181)"	R. [13C-glc] G7 5min	G7	5min	Glutamate 151/133	151.0 / 133.0	646.9917382	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 182)"	S. [13C-glc] G7 15min	G7	15min	taurine	124.0 / 80.0	589333.934	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 182)"	S. [13C-glc] G7 15min	G7	15min	D4-taurine	128.0 / 80.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 182)"	S. [13C-glc] G7 15min	G7	15min	PEP 167/79	167.0 / 79.0	14251.192	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 182)"	S. [13C-glc] G7 15min	G7	15min	PEP 168/79	168.0 / 79.0	8603.3675	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 182)"	S. [13C-glc] G7 15min	G7	15min	PEP 169/79	169.0 / 79.0	2568.6505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 182)"	S. [13C-glc] G7 15min	G7	15min	PEP 170/79	170.0 / 79.0	113867.5835	FALSE
