Original Filename	Sample Name	Glucose Concentrations	Time	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176)	E. [13C-glc] G9 60min	G9	60min	Glutamate 147/129	147.0 / 129.0	251108.2335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176)	E. [13C-glc] G9 60min	G9	60min	Glutamate 148/130	148.0 / 130.0	782349.542	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176)	E. [13C-glc] G9 60min	G9	60min	Glutamate 149/131	149.0 / 131.0	190640.541	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176)	E. [13C-glc] G9 60min	G9	60min	Glutamate 150/132	150.0 / 132.0	222738.8085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176)	E. [13C-glc] G9 60min	G9	60min	Glutamate 151/133	151.0 / 133.0	102062.6665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	taurine	124.0 / 80.0	257502.8915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	D4-taurine	128.0 / 80.0	101023.283	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	PEP 167/79	167.0 / 79.0	15534.042	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	PEP 168/79	168.0 / 79.0	11553.4665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	PEP 169/79	169.0 / 79.0	5008.4255	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	PEP 170/79	170.0 / 79.0	123751.483	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 132/88	132.0 / 88.0	9628.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 133/88	133.0 / 88.0	507.7376221	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 133/89	133.0 / 89.0	1273.447874	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 134/90	134.0 / 90.0	3724.217	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 134/89	134.0 / 89.0	5200.511246	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 135/91	135.0 / 91.0	4109.417	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 135/90	135.0 / 90.0	3466.2665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Aspartate 136/91	136.0 / 91.0	1923.641	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	3PG 185/79	185.0 / 79.0	3208.1495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	3PG 188/79	188.0 / 79.0	3337.158	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	2PG 185/79	185.0 / 79.0	6163.9255	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	2PG 186/79	186.0 / 79.0	1794.666	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	2PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Malate 133/115	133.0 / 115.0	251099.7	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Malate 134/116	134.0 / 116.0	32221.058	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Malate 135/117	135.0 / 117.0	107190.883	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Malate 136/118	136.0 / 118.0	99105.7085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Malate 137/119	137.0 / 119.0	29912.6505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 146/102	146.0 / 102.0	674858.883	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/102	147.0 / 102.0	27214.358	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/103	147.0 / 103.0	112965.5165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/104	148.0 / 104.0	118615.3335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/103	148.0 / 103.0	445323.975	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/105	149.0 / 105.0	55715.017	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/104	149.0 / 104.0	131967.3915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/106	150.0 / 106.0	13352.317	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/105	150.0 / 105.0	209377.025	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 151/106	151.0 / 106.0	137999.724	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 146/41	146.0 / 41.0	29396.6495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/41	147.0 / 41.0	2695.8335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/42	147.0 / 42.0	514.142	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/41	148.0 / 41.0	504.7761231	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/42	148.0 / 42.0	1155.3	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/43	148.0 / 43.0	7833.2675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/42	149.0 / 42.0	897.3495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/43	149.0 / 43.0	2825.0085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/42	150.0 / 42.0	901.2675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/43	150.0 / 43.0	4619.6745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 151/43	151.0 / 43.0	1411.4915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 146/128	146.0 / 128.0	1687531.592	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/129	147.0 / 129.0	181008.7155	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/130	148.0 / 130.0	611341.8595	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/131	149.0 / 131.0	175877.117	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/132	150.0 / 132.0	216449.351	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177)	F. [13C-glc] G9 120min	G9	120min	Glutamate 151/133	151.0 / 133.0	108738.1085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	taurine	124.0 / 80.0	346459.066	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	D4-taurine	128.0 / 80.0	96146.058	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	PEP 167/79	167.0 / 79.0	19385.0085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	PEP 168/79	168.0 / 79.0	9112.0995	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	PEP 169/79	169.0 / 79.0	7059.5165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	PEP 170/79	170.0 / 79.0	159698.1835	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 132/88	132.0 / 88.0	13734.3325	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 133/88	133.0 / 88.0	1282.6495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 133/89	133.0 / 89.0	2823.1495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 134/90	134.0 / 90.0	5904.2495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 134/89	134.0 / 89.0	7315.541	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 135/91	135.0 / 91.0	5134.0165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 135/90	135.0 / 90.0	8729.2915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Aspartate 136/91	136.0 / 91.0	3337.0915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	3PG 185/79	185.0 / 79.0	2052.8495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	3PG 188/79	188.0 / 79.0	2695.8665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	2PG 185/79	185.0 / 79.0	7960.7505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	2PG 186/79	186.0 / 79.0	641.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	2PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Malate 133/115	133.0 / 115.0	218942.9625	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Malate 134/116	134.0 / 116.0	36199.041	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Malate 135/117	135.0 / 117.0	109887.0085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Malate 136/118	136.0 / 118.0	106805.5085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Malate 137/119	137.0 / 119.0	37741.3665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 146/102	146.0 / 102.0	1000958.041	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/102	147.0 / 102.0	49811.3085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/103	147.0 / 103.0	185052.0195	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/104	148.0 / 104.0	177030.458	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/103	148.0 / 103.0	687843.1745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/105	149.0 / 105.0	97567.4085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/104	149.0 / 104.0	234417.317	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/106	150.0 / 106.0	23620.1165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/105	150.0 / 105.0	378200.841	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 151/106	151.0 / 106.0	243533.3085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 146/41	146.0 / 41.0	34020.542	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/41	147.0 / 41.0	2052.7495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/42	147.0 / 42.0	2633.368979	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/41	148.0 / 41.0	2437.983	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/42	148.0 / 42.0	766.8960849	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/43	148.0 / 43.0	13737.8505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/41	149.0 / 41.0	375.3487648	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/42	149.0 / 42.0	770.2665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/43	149.0 / 43.0	3978.483	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/42	150.0 / 42.0	385.1335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/43	150.0 / 43.0	6678.5675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 151/43	151.0 / 43.0	3081.1	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 146/128	146.0 / 128.0	2123369.917	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/129	147.0 / 129.0	244305.8085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/130	148.0 / 130.0	824067.2325	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/131	149.0 / 131.0	317487.9005	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/132	150.0 / 132.0	391492.994	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178)	G. [13C-glc] G9 240min	G9	240min	Glutamate 151/133	151.0 / 133.0	241870.2	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	taurine	124.0 / 80.0	299990.9745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	D4-taurine	128.0 / 80.0	91649.949	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 167/79	167.0 / 79.0	114379.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 168/79	168.0 / 79.0	19129.1505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 169/79	169.0 / 79.0	29398.075	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	PEP 170/79	170.0 / 79.0	1798.417	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 132/88	132.0 / 88.0	21309.7165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 133/88	133.0 / 88.0	514.2085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 133/89	133.0 / 89.0	2054.642	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 134/90	134.0 / 90.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 134/89	134.0 / 89.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 135/91	135.0 / 91.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 135/90	135.0 / 90.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 185/79	185.0 / 79.0	3594.942	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	3PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 185/79	185.0 / 79.0	13093.8335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 186/79	186.0 / 79.0	4236.3335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 187/79	187.0 / 79.0	9757.075	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 133/115	133.0 / 115.0	507722.375	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 134/116	134.0 / 116.0	59309.5335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 135/117	135.0 / 117.0	7831.375	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 136/118	136.0 / 118.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Malate 137/119	137.0 / 119.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 146/102	146.0 / 102.0	1373767.341	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/102	147.0 / 102.0	37229.1915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/103	147.0 / 103.0	404906.5085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/104	148.0 / 104.0	177419.0835	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/103	148.0 / 103.0	5264.7835	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/105	149.0 / 105.0	10527.5085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/104	149.0 / 104.0	2312.859	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/106	150.0 / 106.0	1157.259	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/105	150.0 / 105.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 146/41	146.0 / 41.0	41853.017	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/41	147.0 / 41.0	3980.4085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 147/42	147.0 / 42.0	3980.5085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/41	148.0 / 41.0	641.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/42	148.0 / 42.0	2056.6675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 148/43	148.0 / 43.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
